GeneName	n_homAA	n_hetRA
NDUFAF3	0	768
NDUFAF4	0	0
NDUFAF5	0	7484
NDUFAF6	3	8
NDUFAF7	13	0
NDUFAF8	0	0
NDUFB1	0	5
NDUFB10	0	0
NDUFB11	6	0
NDUFB2	0	662
NDUFB3	0	0
NDUFB4	0	0
NDUFB5	35	0
NDUFB6	0	0
NDUFB7	0	0
NDUFB8	0	0
NDUFB9	0	0
NDUFC1	0	14
NDUFC2	0	3104
NDUFC2-KCTD14	0	17
NDUFS1	0	924
NDUFS2	0	1636
NDUFS3	0	0
NDUFS4	0	0
NDUFS5	0	0
NDUFS6	0	8
NDUFS7	0	4
NDUFS8	0	0
NDUFV1	0	0
NDUFV2	29	0
NDUFV3	0	583
NEB	0	0
NEBL	0	4155
NECAB1	12	0
NECAB2	0	193
NECAB3	0	0
NECAP1	0	713
NECAP2	0	0
NECTIN1	0	159
NECTIN2	0	1173
NECTIN3	0	16
NECTIN4	0	0
NEDD1	0	916
NEDD4	0	0
NEDD4L	0	1
NEDD8	0	0
NEDD8-MDP1	1	0
NEDD9	0	11839
NEFH	0	974
NEFL	0	0
NEFM	0	0
NEGR1	0	0
NEIL1	0	567
NEIL2	0	801
NEIL3	0	109
NEK1	0	0
NEK10	0	242
NEK11	0	0
NEK2	0	8
NEK3	0	757
NEK4	0	71
NEK5	0	0
NEK6	0	7
NEK7	0	0
NEK8	0	917
NEK9	0	0
NELFA	0	0
NELFB	0	0
NELFCD	0	4
NELFE	0	8
NELL1	0	0
NELL2	0	11
NEMF	0	205
NEMP1	0	0
NEMP2	0	0
NENF	0	19
NEO1	5	6257
NEPRO	0	3822
NES	0	1265
NET1	0	195
NETO1	0	0
NETO2	2	3
NEU1	0	0
NEU2	0	0
NEU3	0	0
NEU4	0	4474
NEURL1	0	64
NEURL1B	0	0
NEURL2	0	455
NEURL3	0	0
NEURL4	0	1
NEUROD1	0	0
NEUROD2	0	0
NEUROD4	0	83
NEUROD6	42	0
NEUROG1	0	3408
NEUROG2	0	127
NEUROG3	0	196
NEXMIF	0	5
NEXN	0	0
NF1	7	128
NF2	0	0
NFAM1	0	6
NFASC	0	6
NFAT5	0	6245
NFATC1	0	0
NFATC2	0	0
NFATC2IP	0	0
NFATC3	0	113
NFATC4	0	1790
NFE2	0	0
NFE2L1	0	2
NFE2L2	0	1226
NFE2L3	0	1380
NFIA	739	18
NFIB	0	0
NFIC	0	0
NFIL3	0	29
NFIX	8	0
NFKB1	0	0
NFKB2	0	0
NFKBIA	76	485
NFKBIB	0	2330
NFKBID	0	729
NFKBIE	0	4826
NFKBIL1	0	0
NFKBIZ	0	0
NFRKB	0	20
NFS1	0	38
NFU1	0	1
NFX1	0	0
NFXL1	0	130
NFYA	119	155
NFYB	0	8758
NFYC	29	3
NGB	1	0
NGDN	167	0
NGEF	0	0
NGF	0	0
NGFR	2	0
NGLY1	0	0
NGRN	0	184
NHEJ1	0	1
NHLH1	0	22
NHLH2	0	1347
NHLRC1	0	2106
NHLRC2	0	19
NHLRC3	0	0
NHLRC4	0	0
NHP2	0	0
NHS	0	0
NHSL1	0	0
NHSL2	0	1
NIBAN1	0	0
NIBAN2	0	1938
NIBAN3	0	8
NICN1	0	0
NID1	0	2099
NID2	28	1254
NIF3L1	0	0
NIFK	0	0
NIM1K	0	91
NIN	0	0
NINJ1	0	0
NINJ2	0	177
NINL	0	18
NIP7	0	0
NIPA1	30	0
NIPA2	0	5
NIPAL1	0	24
NIPAL2	0	107
NIPAL3	0	6
NIPAL4	0	0
NIPBL	0	1
NIPSNAP1	0	0
NIPSNAP2	0	2
NIPSNAP3A	27	24
NIPSNAP3B	49	0
NISCH	0	36
NIT1	0	0
NIT2	0	71
NKAIN1	0	839
NKAIN2	0	1291
NKAIN3	0	782
NKAIN4	0	0
NKAP	0	0
NKAPD1	0	2
NKAPL	0	3872
NKD1	0	5
NKD2	0	2
NKG7	0	4
NKIRAS1	0	0
NKIRAS2	0	13
NKPD1	0	0
NKRF	0	1
NKTR	0	1
NKX1-1	0	42
NKX1-2	0	5
NKX2-1	0	1
NKX2-2	0	2
NKX2-3	0	0
NKX2-4	0	0
NKX2-5	0	7131
NKX2-6	0	0
NKX2-8	0	0
NKX3-1	0	2187
NKX3-2	0	0
NKX6-1	0	1236
NKX6-2	0	11
NKX6-3	0	390
NLE1	0	0
NLGN1	0	0
NLGN2	0	635
NLGN3	0	21
NLGN4X	0	13
NLGN4Y	0	209
NLK	0	0
NLN	0	0
NLRC3	0	0
NLRC4	0	10036
NLRC5	1	4
NLRP1	40	6373
NLRP10	0	1798
NLRP11	7	0
NLRP12	0	0
NLRP13	0	121
NLRP14	0	592
NLRP2	0	236
NLRP2B	27	1130
NLRP3	0	16
NLRP4	0	1143
NLRP5	0	2122
NLRP6	0	0
NLRP7	0	0
NLRP8	0	300
NLRP9	0	9898
NLRX1	1	4249
NMB	0	460
NMBR	0	0
NMD3	0	0
NME1	0	0
NME1-NME2	0	1
NME2	0	0
NME3	0	2269
NME4	0	134
NME5	20	0
NME6	0	0
NME7	0	0
NME8	0	0
NME9	1	0
NMI	0	0
NMNAT1	0	222
NMNAT2	0	5017
NMNAT3	0	75
NMRAL1	22	282
NMRK1	0	0
NMRK2	0	0
NMS	0	0
NMT1	0	146
NMT2	0	5101
NMU	0	25
NMUR1	0	7640
NMUR2	0	0
NNAT	1	0
NNMT	64	159
NNT	0	424
NOA1	0	0
NOB1	0	4655
NOBOX	0	131
NOC2L	0	62
NOC3L	0	4
NOC4L	0	30374
NOCT	0	93
NOD1	0	0
NOD2	0	0
NODAL	0	68
NOG	0	0
NOL10	93	23
NOL11	0	3825
NOL12	0	0
NOL3	0	0
NOL4	0	20
NOL4L	0	0
NOL6	0	33
NOL7	0	0
NOL8	0	1388
NOL9	0	1
NOLC1	0	307
NOM1	0	920
NOMO1	0	17194
NOMO2	0	120
NOMO3	0	13
NONO	0	0
NOP10	0	8973
NOP14	0	1
NOP16	0	0
NOP2	0	24
NOP53	0	18
NOP56	26	3755
NOP58	0	246
NOP9	0	0
NOS1	0	0
NOS1AP	0	6460
NOS2	0	383
NOS3	0	172
NOSIP	0	232
NOSTRIN	0	0
NOTCH1	0	0
NOTCH2	3	626
NOTCH2NLA	0	15
NOTCH2NLB	0	1
NOTCH2NLC	0	13
NOTCH3	0	0
NOTCH4	0	737
NOTO	0	28
NOTUM	14	96
NOVA1	0	4129
NOVA2	0	0
NOX1	0	1144
NOX3	0	0
NOX4	0	5225
NOX5	0	0
NOXA1	0	2150
NOXO1	0	100
NOXRED1	0	0
NPAP1	0	9
NPAS1	0	619
NPAS2	0	0
NPAS3	0	0
NPAS4	0	601
NPAT	0	0
NPB	0	4
NPBWR1	0	2
NPBWR2	0	773
NPC1	0	14
NPC1L1	0	2270
NPC2	0	970
NPDC1	0	2
NPEPL1	0	155
NPEPPS	4	73
NPFF	4	0
NPFFR1	0	87
NPFFR2	7	16
NPHP1	0	676
NPHP3	0	0
NPHP3-ACAD11	0	0
NPHP4	0	0
NPHS1	2	777
NPHS2	0	3154
NPIPA1	0	0
NPIPA2	0	15
NPIPA3	0	142
NPIPA5	0	3179
NPIPA7	0	7127
NPIPA8	0	1
NPIPA9	0	0
NPIPB11	0	0
NPIPB12	0	0
NPIPB13	0	0
NPIPB15	8	2831
NPIPB2	0	4
NPIPB3	0	16017
NPIPB4	0	0
NPIPB5	0	255
NPIPB6	0	107
NPIPB7	92	40
NPIPB8	0	583
NPIPB9	0	137
NPL	0	0
NPLOC4	0	0
NPM1	0	370
NPM2	0	0
NPM3	0	0
NPNT	0	54
NPPA	23	0
NPPB	0	5
NPPC	0	0
NPR1	0	14
NPR2	0	0
NPR3	0	1914
NPRL2	3	1210
NPRL3	0	43
NPS	0	0
NPSR1	0	5
NPTN	0	206
NPTX1	0	14
NPTX2	21	286
NPTXR	0	292
NPVF	0	737
NPW	101	6169
NPY	25	1535
NPY1R	0	482
NPY2R	0	50
NPY4R	0	2
NPY4R2	0	0
NPY5R	0	0
NQO1	0	8483
NQO2	18	16
NR0B1	0	8089
NR0B2	0	3
NR1D1	0	3
NR1D2	0	0
NR1H2	0	0
NR1H3	0	1
NR1H4	0	0
NR1I2	0	0
NR1I3	0	500
NR2C1	0	2
NR2C2	0	2
NR2C2AP	1	449
NR2E1	0	280
NR2E3	0	1579
NR2F1	0	2166
NR2F2	0	0
NR2F6	0	0
NR3C1	3	148
NR3C2	0	22
NR4A1	1	1
NR4A2	0	0
NR4A3	0	1683
NR5A1	0	303
NR5A2	0	16
NR6A1	0	103
NRAP	0	10735
NRARP	0	572
NRAS	0	0
NRBF2	0	0
NRBP1	0	0
NRBP2	0	24984
NRCAM	0	1155
NRDC	46	0
NRDE2	0	0
NREP	0	0
NRF1	0	0
NRG1	0	7
NRG2	0	0
NRG3	4	0
NRG4	157	650
NRGN	0	31
NRIP1	9	139
NRIP2	3	1697
NRIP3	0	5907
NRK	0	1998
NRL	0	0
NRM	0	185
NRN1	0	0
NRN1L	0	0
NRP1	0	3767
NRP2	0	1510
NRROS	0	2308
NRSN1	0	0
NRSN2	1	0
NRTN	0	226
NRXN1	0	0
NRXN2	0	3273
NRXN3	0	0
NSA2	0	0
NSD1	0	1399
NSD2	0	7150
NSD3	0	47
NSDHL	0	0
NSF	0	1
NSFL1C	0	5
NSG1	1	0
NSG2	0	458
NSL1	0	2
NSMAF	0	59
NSMCE1	0	0
NSMCE2	0	2
NSMCE3	0	7
NSMCE4A	0	261
NSMF	0	37
NSRP1	0	0
NSUN2	1	16
NSUN3	0	0
NSUN4	0	157
NSUN5	0	5554
NSUN6	0	0
NSUN7	0	2
NT5C	0	1562
NT5C1A	0	2455
NT5C1B	0	287
NT5C1B-RDH14	0	0
NT5C2	0	16
NT5C3A	0	0
NT5C3B	0	317
NT5DC1	0	21
NT5DC2	0	24
NT5DC3	0	2070
NT5DC4	0	5
NT5E	0	89
NT5M	0	1510
NTAN1	0	9
NTF3	0	368
NTF4	0	0
NTHL1	0	284
NTM	0	3
NTMT1	0	4261
NTN1	0	2
NTN3	0	0
NTN4	0	1440
NTN5	0	16
NTNG1	0	1
NTNG2	0	73
NTPCR	0	2
NTRK1	0	1
NTRK2	0	0
NTRK3	0	0
NTS	0	27702
NTSR1	0	0
NTSR2	0	2746
NUAK1	0	533
NUAK2	0	0
NUB1	0	117
NUBP1	0	372
NUBP2	0	0
NUBPL	0	0
NUCB1	0	195
NUCB2	4	0
NUCKS1	0	2164
NUDC	0	414
NUDCD1	0	0
NUDCD2	0	6283
NUDCD3	51	0
NUDT1	0	0
NUDT10	0	0
NUDT11	0	0
NUDT12	0	1679
NUDT13	0	1606
NUDT14	0	1274
NUDT15	0	0
NUDT16	0	69
NUDT16L1	0	3
NUDT17	0	9
NUDT18	0	0
NUDT19	0	413
NUDT2	0	0
NUDT21	0	1196
NUDT22	0	0
NUDT3	0	0
NUDT4	0	731
NUDT4B	0	11618
NUDT5	13	0
NUDT6	0	0
NUDT7	0	0
NUDT8	0	8285
NUDT9	0	10035
NUF2	0	174
NUFIP1	0	0
NUFIP2	0	7475
NUGGC	0	3316
NUMA1	1	946
NUMB	0	0
NUMBL	1	165
NUP107	0	0
NUP133	0	1
NUP153	411	0
NUP155	0	6
NUP160	0	0
NUP188	0	0
NUP205	0	35
NUP210	0	452
NUP210L	0	36
NUP214	0	0
NUP35	6	0
NUP37	1	1363
NUP42	0	25
NUP43	0	0
NUP50	0	13
NUP54	0	85
NUP58	0	1
NUP62	0	1816
NUP62CL	0	990
NUP85	0	8838
NUP88	0	2703
NUP93	0	115
NUP98	0	3
NUPR1	0	0
NUPR2	0	0
NUS1	0	2559
NUSAP1	0	94
NUTF2	0	5256
NUTM1	0	0
NUTM2A	0	1231
NUTM2B	0	29
NUTM2D	0	1
NUTM2E	0	0
NUTM2F	0	2527
NUTM2G	0	3017
NVL	0	1379
NWD1	0	512
NWD2	0	22
NXF1	0	165
NXF2	0	193
NXF2B	0	0
NXF3	0	44
NXF5	12	207
NXN	408	0
NXNL1	1	285
NXNL2	0	1
NXPE1	62	38
NXPE2	0	0
NXPE3	0	1363
NXPE4	0	54
NXPH1	0	158
NXPH2	0	51
NXPH3	0	152
NXPH4	0	0
NXT1	0	0
NXT2	13	57
NYAP1	0	0
NYAP2	0	0
NYNRIN	0	0
NYX	0	0
OAF	0	1
OARD1	0	53
OAS1	0	1
OAS2	0	153
OAS3	0	0
OASL	0	67
OAT	0	10
OAZ1	0	0
OAZ2	0	66
OAZ3	0	0
OBI1	0	0
OBP2A	0	0
OBP2B	0	567
OBSCN	0	5
OBSL1	0	0
OC90	0	45
OCA2	0	0
OCEL1	0	0
OCIAD1	0	455
OCIAD2	0	0
OCLN	0	0
OCM	0	5958
OCM2	0	8472
OCRL	0	67
OCSTAMP	0	28
ODAM	0	0
ODAPH	0	0
ODC1	0	17
ODF1	26	0
ODF2	0	38
ODF2L	0	143
ODF3	49	3441
ODF3B	0	0
ODF3L1	0	75
ODF3L2	0	2323
ODF4	0	0
ODR4	1	0
OFD1	0	0
OGA	0	207
OGDH	35	2
OGDHL	69	19
OGFOD1	0	0
OGFOD2	0	0
OGFOD3	0	148
OGFR	0	7
OGFRL1	0	20
OGG1	0	54
OGN	14	0
OGT	0	0
OIP5	0	785
OIT3	0	61
OLA1	0	0
OLAH	0	732
OLFM1	0	4666
OLFM2	0	0
OLFM3	0	1
OLFM4	0	0
OLFML1	0	0
OLFML2A	0	0
OLFML2B	0	58
OLFML3	0	72
OLIG1	255	0
OLIG2	0	22
OLIG3	43	651
OLR1	0	0
OMA1	7	0
OMD	0	0
OMG	0	0
OMP	0	99
ONECUT1	0	1535
ONECUT2	0	50
ONECUT3	0	129
OOEP	0	0
OOSP1	0	0
OOSP2	0	0
OOSP3	0	14
OOSP4A	1	0
OOSP4B	0	0
OPA1	0	0
OPA3	0	2
OPALIN	0	0
OPCML	0	0
OPHN1	0	49
OPLAH	0	0
OPN1LW	0	4
OPN1MW	1	3061
OPN1MW2	0	138
OPN1MW3	0	0
OPN1SW	0	1
OPN3	0	1
OPN4	0	1
OPN5	0	525
OPRD1	0	0
OPRK1	20	2058
OPRL1	0	196
OPRM1	0	0
OPRPN	0	0
OPTC	0	0
OPTN	98	23
OR10A2	0	306
OR10A3	0	3788
OR10A4	0	0
OR10A5	0	0
OR10A6	0	0
OR10A7	0	1
OR10AD1	53	0
OR10AG1	0	0
OR10C1	0	0
OR10D3	0	955
OR10G2	0	0
OR10G3	0	245
OR10G4	0	1
OR10G6	0	0
OR10G7	0	0
OR10G8	0	0
OR10G9	0	725
OR10H1	13	384
OR10H2	0	0
OR10H3	18	5662
OR10H4	0	0
OR10H5	0	26
OR10J1	0	0
OR10J5	0	10
OR10K1	0	0
OR10K2	0	597
OR10P1	0	0
OR10Q1	0	0
OR10R2	0	277
OR10S1	3	1
OR10T2	96	0
OR10V1	0	136
OR10W1	0	0
OR10X1	0	4397
OR10Z1	0	1
OR11A1	0	0
OR11G2	0	4496
OR11H1	0	980
OR11H12	0	108
OR11H2	0	2
OR11H4	0	12
OR11H6	0	0
OR11L1	0	13
OR12D2	8	52
OR12D3	0	0
OR13A1	0	0
OR13C2	0	1890
OR13C3	0	13534
OR13C4	2	0
OR13C5	0	0
OR13C8	0	0
OR13C9	0	0
OR13D1	0	1
OR13F1	0	0
OR13G1	0	0
OR13H1	0	0
OR13J1	0	86
OR14A16	0	1
OR14A2	0	0
OR14C36	0	7636
OR14I1	0	0
OR14J1	0	2916
OR14K1	0	0
OR1A1	0	71
OR1A2	0	9304
OR1B1	0	0
OR1C1	0	655
OR1D2	0	3
OR1D5	0	4364
OR1E1	0	0
OR1E2	0	7014
OR1F1	545	1
OR1G1	0	5
OR1I1	0	2007
OR1J1	0	5127
OR1J2	0	271
OR1J4	0	0
OR1K1	0	5983
OR1L1	0	0
OR1L3	0	0
OR1L4	0	9
OR1L6	0	5201
OR1L8	0	18
OR1M1	0	0
OR1N1	0	81
OR1N2	0	0
OR1Q1	0	0
OR1S1	0	0
OR1S2	0	0
OR2A1	0	0
OR2A12	0	0
OR2A14	0	0
OR2A2	0	14525
OR2A25	0	77
OR2A4	0	0
OR2A42	0	535
OR2A5	0	0
OR2A7	0	663
OR2AE1	0	794
OR2AG1	0	2702
OR2AG2	0	8
OR2AJ1	0	1106
OR2AK2	0	2325
OR2AP1	0	0
OR2AT4	0	268
OR2B11	0	1
OR2B2	0	7
OR2B3	0	0
OR2B6	0	328
OR2C1	0	0
OR2C3	0	0
OR2D2	0	12
OR2D3	300	0
OR2F1	2	0
OR2F2	0	657
OR2G2	0	0
OR2G3	0	0
OR2G6	0	0
OR2H1	0	0
OR2H2	0	769
OR2I1P	0	0
OR2J1	40	282
OR2J2	0	0
OR2J3	0	58
OR2K2	0	0
OR2L13	0	0
OR2L2	0	0
OR2L3	0	71
OR2L5	0	0
OR2L8	0	0
OR2M2	0	18287
OR2M3	0	0
OR2M4	0	0
OR2M5	0	0
OR2M7	0	0
OR2S2	0	0
OR2T1	0	281
OR2T10	0	15
OR2T11	2	0
OR2T12	0	184
OR2T2	0	11421
OR2T27	0	1
OR2T29	0	157
OR2T3	0	2431
OR2T33	0	295
OR2T34	0	0
OR2T35	0	0
OR2T4	0	0
OR2T5	0	0
OR2T6	0	0
OR2T8	0	0
OR2V1	0	15
OR2V2	0	0
OR2W1	0	1
OR2W3	0	4
OR2Y1	0	131
OR2Z1	0	0
OR3A1	0	1815
OR3A2	0	2125
OR3A3	0	0
OR4A15	0	0
OR4A16	0	397
OR4A47	0	0
OR4A5	0	0
OR4B1	0	0
OR4C11	0	154
OR4C12	0	1
OR4C13	5	0
OR4C15	0	0
OR4C16	0	422
OR4C3	19	7675
OR4C46	0	0
OR4C5	0	18
OR4C6	0	0
OR4D1	0	24
OR4D10	0	219
OR4D11	0	0
OR4D2	0	0
OR4D5	0	0
OR4D6	0	0
OR4D9	0	2
OR4E1	1	62
OR4E2	85	0
OR4F15	0	111
OR4F16	0	3249
OR4F17	0	0
OR4F21	0	79
OR4F29	0	607
OR4F3	0	1
OR4F4	0	0
OR4F5	0	0
OR4F6	0	0
OR4K1	0	0
OR4K13	0	95
OR4K14	0	114
OR4K15	1	0
OR4K17	0	0
OR4K2	0	0
OR4K5	0	3
OR4L1	0	2
OR4M1	0	139
OR4M2	0	3
OR4N2	0	0
OR4N4	0	0
OR4N5	0	0
OR4P4	0	0
OR4Q3	0	0
OR4S1	0	1456
OR4S2	0	289
OR4X1	0	1
OR4X2	0	48
OR51A2	0	0
OR51A4	0	8
OR51A7	4	1
OR51B2	0	2
OR51B4	0	1
OR51B5	0	0
OR51B6	0	358
OR51C1P	2	0
OR51D1	0	8
OR51E1	0	56
OR51E2	0	0
OR51F1	0	375
OR51F2	0	350
OR51G1	0	930
OR51G2	0	702
OR51I1	70	0
OR51I2	0	0
OR51L1	0	0
OR51M1	0	0
OR51Q1	0	0
OR51S1	0	2
OR51T1	0	2289
OR51V1	0	4840
OR52A1	0	5360
OR52A5	3	94
OR52B2	0	104
OR52B4	0	0
OR52B6	0	92
OR52D1	1	0
OR52E2	0	164
OR52E4	0	205
OR52E5	0	680
OR52E6	5	51
OR52E8	0	1
OR52H1	0	0
OR52I1	0	162
OR52I2	0	6857
OR52J3	0	0
OR52K1	0	0
OR52K2	0	21
OR52L1	0	8391
OR52M1	0	3
OR52N1	0	0
OR52N2	0	0
OR52N4	0	78
OR52N5	0	0
OR52R1	0	95
OR52W1	0	282
OR56A1	0	4870
OR56A3	0	6
OR56A4	6	69
OR56A5	0	0
OR56B1	0	17
OR56B4	0	9
OR5A1	0	6628
OR5A2	2	152
OR5AC2	0	0
OR5AK2	0	8
OR5AN1	0	293
OR5AP2	0	0
OR5AR1	0	13418
OR5AS1	0	0
OR5AU1	4	0
OR5B12	0	0
OR5B17	0	0
OR5B2	0	69
OR5B21	0	8
OR5B3	0	0
OR5BS1P	0	0
OR5C1	0	1736
OR5D13	0	0
OR5D14	0	574
OR5D16	0	1
OR5D18	0	1384
OR5D3P	1	1
OR5F1	0	0
OR5H1	0	0
OR5H14	0	207
OR5H15	0	67
OR5H2	25	1427
OR5H6	0	0
OR5I1	0	0
OR5J2	0	0
OR5K1	0	0
OR5K2	0	1879
OR5K3	0	20
OR5K4	0	0
OR5L1	102	0
OR5L2	0	5
OR5M1	0	640
OR5M10	0	0
OR5M11	0	109
OR5M3	0	2
OR5M8	0	0
OR5M9	0	276
OR5P2	0	0
OR5P3	0	390
OR5R1	136	282
OR5T1	8	0
OR5T2	0	7
OR5T3	0	1
OR5V1	0	0
OR5W2	0	419
OR6A2	0	99
OR6B1	0	853
OR6B2	0	390
OR6B3	0	3845
OR6C1	0	1011
OR6C2	0	2521
OR6C3	0	0
OR6C4	45	2
OR6C6	1	0
OR6C65	0	108
OR6C68	0	5
OR6C70	0	58
OR6C74	0	2326
OR6C75	0	6872
OR6C76	0	0
OR6F1	0	27
OR6J1	0	6
OR6K2	0	0
OR6K3	1	410
OR6K6	0	3707
OR6M1	0	2
OR6N1	0	0
OR6N2	0	0
OR6P1	0	24
OR6Q1	0	319
OR6S1	0	4
OR6T1	0	300
OR6V1	0	3551
OR6X1	0	10
OR6Y1	0	0
OR7A10	0	0
OR7A17	0	0
OR7A5	0	0
OR7C1	49	2429
OR7C2	0	1
OR7D2	0	549
OR7D4	0	0
OR7E24	110	161
OR7G1	0	3
OR7G2	0	8985
OR7G3	5	153
OR8A1	0	0
OR8B12	3	52
OR8B2	37	0
OR8B3	1	852
OR8B4	0	0
OR8B8	0	26
OR8D1	0	669
OR8D2	0	5
OR8D4	0	0
OR8G1	17	3
OR8G5	0	0
OR8H1	0	90
OR8H2	0	2219
OR8H3	44	2303
OR8I2	0	52
OR8J1	0	981
OR8J3	32	0
OR8K1	0	11
OR8K3	0	54
OR8K5	0	0
OR8S1	0	0
OR8U1	0	178
OR9A2	0	0
OR9A4	0	233
OR9G1	0	0
OR9G4	0	0
OR9I1	0	0
OR9K2	0	0
OR9Q1	0	4003
OR9Q2	4	48
ORAI1	0	540
ORAI2	0	695
ORAI3	0	0
ORC1	0	9208
ORC2	0	42
ORC3	0	0
ORC4	0	20387
ORC5	0	0
ORC6	0	72
ORM1	0	0
ORM2	0	0
ORMDL1	0	38
ORMDL2	0	0
ORMDL3	0	12
OS9	0	7
OSBP	0	0
OSBP2	0	1463
OSBPL10	0	11149
OSBPL11	10	17
OSBPL1A	0	2616
OSBPL2	0	3
OSBPL3	0	1286
OSBPL5	0	0
OSBPL6	0	617
OSBPL7	0	0
OSBPL8	0	1223
OSBPL9	0	1717
OSCAR	0	0
OSCP1	0	0
OSER1	0	0
OSGEP	0	2843
OSGEPL1	0	7
OSGIN1	0	0
OSGIN2	0	929
OSM	0	5
OSMR	10	12
OSR1	0	81
OSR2	0	0
OST4	0	0
OSTC	0	360
OSTF1	84	3458
OSTM1	0	4
OSTN	0	0
OTC	3	9
OTOA	115	0
OTOF	0	4
OTOG	0	7
OTOGL	0	0
OTOL1	0	3840
OTOP1	0	0
OTOP2	0	1224
OTOP3	0	184
OTOR	0	0
OTOS	0	0
OTP	0	395
OTUB1	0	1078
OTUB2	0	8555
OTUD1	3	797
OTUD3	358	0
OTUD4	0	230
OTUD5	0	93
OTUD6A	0	4
OTUD6B	0	5
OTUD7A	0	2
OTUD7B	0	0
OTULIN	0	0
OTULINL	0	25838
OTX1	16	6063
OTX2	0	0
OVCA2	0	0
OVCH1	4	5
OVCH2	12	3655
OVGP1	0	10219
OVOL1	0	0
OVOL2	0	0
OVOL3	0	2297
OXA1L	0	0
OXCT1	2	1944
OXCT2	0	0
OXER1	0	0
OXGR1	0	0
OXLD1	0	0
OXNAD1	0	0
OXR1	0	182
OXSM	6	233
OXSR1	0	3
OXT	0	0
OXTR	0	2491
P2RX1	7	2
P2RX2	0	1888
P2RX3	2	11988
P2RX4	0	0
P2RX5	0	0
P2RX6	0	0
P2RX7	0	172
P2RY1	0	0
P2RY10	0	6380
P2RY11	0	3
P2RY12	0	40
P2RY13	0	0
P2RY14	0	0
P2RY2	0	45
P2RY4	0	0
P2RY6	0	139
P2RY8	0	0
P3H1	0	5468
P3H2	0	2202
P3H3	0	2
P3H4	0	0
P3R3URF	2	0
P3R3URF-PIK3R3	0	0
P4HA1	0	0
P4HA2	0	878
P4HA3	0	17
P4HB	0	2491
P4HTM	0	836
PA2G4	3	0
PAAF1	0	3
PABPC1	0	7
PABPC1L	0	1
PABPC1L2A	0	0
PABPC1L2B	0	1
PABPC3	0	260
PABPC4	0	0
PABPC4L	0	2345
PABPC5	0	45
PABPN1	4	0
PABPN1L	0	0
PACC1	0	0
PACRG	0	2207
PACRGL	0	49
PACS1	0	0
PACS2	0	0
PACSIN1	0	134
PACSIN2	0	969
PACSIN3	0	23
PADI1	0	1
PADI2	0	74
PADI3	0	4587
PADI4	0	33
PADI6	0	518
PAEP	202	17
PAF1	0	0
PAFAH1B1	0	149
PAFAH1B2	0	3100
PAFAH1B3	0	0
PAFAH2	0	0
PAG1	0	0
PAGE1	0	71
PAGE2	0	198
PAGE2B	0	397
PAGE3	0	49
PAGE4	0	710
PAGE5	0	0
PAGR1	0	9100
PAH	0	1
PAICS	0	102
PAIP1	0	0
PAIP2	0	2
PAIP2B	0	317
PAK1	0	15
PAK1IP1	3	682
PAK2	0	33
PAK3	0	812
PAK4	0	0
PAK5	0	0
PAK6	0	0
PALB2	0	0
PALD1	0	0
PALLD	0	215
PALM	12	0
PALM2AKAP2	0	0
PALM3	0	153
PALMD	0	4923
PAM	0	0
PAM16	0	0
PAMR1	0	0
PAN2	0	0
PAN3	0	1
PANK1	0	491
PANK2	0	2348
PANK3	0	0
PANK4	0	124
PANO1	0	2
PANX1	0	0
PANX2	0	0
PANX3	0	0
PAOX	0	0
PAPLN	0	14
PAPOLA	1	23
PAPOLB	0	0
PAPOLG	16	350
PAPPA	0	7097
PAPPA2	0	201
PAPSS1	0	0
PAPSS2	1	53
PAQR3	0	537
PAQR4	0	3594
PAQR5	0	0
PAQR6	0	5
PAQR7	0	11
PAQR8	0	36
PAQR9	0	46
PARD3	0	0
PARD3B	1	1221
PARD6A	0	1789
PARD6B	1	0
PARD6G	0	0
PARG	10	0
PARK7	0	200
PARL	0	913
PARM1	0	18
PARN	0	1197
PARP1	0	0
PARP10	17	138
PARP11	0	4349
PARP12	0	0
PARP14	0	637
PARP15	9	777
PARP16	0	14
PARP2	0	1574
PARP3	0	686
PARP4	0	7764
PARP6	0	2649
PARP8	1	0
PARP9	3	9
PARPBP	0	3
PARS2	0	0
PARVA	0	0
PARVB	161	766
PARVG	0	23
PASD1	0	0
PASK	0	0
PATE1	0	23
PATE2	0	0
PATE3	0	0
PATE4	0	4634
PATJ	0	253
PATL1	0	905
PATL2	0	235
PATZ1	0	285
PAWR	0	905
PAX1	0	0
PAX2	0	0
PAX3	0	0
PAX4	0	1020
PAX5	0	7044
PAX6	0	13
PAX7	0	386
PAX8	0	29
PAX9	0	0
PAXBP1	0	99
PAXIP1	0	0
PAXX	6	0
PBDC1	0	22
PBK	79	8
PBLD	0	0
PBOV1	0	7934
PBRM1	0	0
PBX1	0	0
PBX2	0	0
PBX3	0	48
PBX4	0	1
PBXIP1	0	0
PC	0	13
PCARE	0	0
PCBD1	7	0
PCBD2	0	2321
PCBP1	0	0
PCBP2	0	0
PCBP3	0	2
PCBP4	0	9
PCCA	0	2318
PCCB	0	937
PCDH1	0	250
PCDH10	0	2876
PCDH11X	0	59
PCDH11Y	0	0
PCDH12	0	0
PCDH15	0	139
PCDH17	0	0
PCDH18	0	6985
PCDH19	0	5
PCDH20	0	25
PCDH7	86	0
PCDH8	0	1
PCDH9	0	551
PCDHA1	1	2560
PCDHA10	0	2
